IsGrandTotalRowTotal,CountSYS_RECID,SumLOSDAYS,Hospital,PAYER (groups),Observation,Surgical,NICU,YEAR
False,82,766,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,11,271,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2019
False,49,1466,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2020
False,20,47,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2020
False,641,1384,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2020
False,44,472,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,7,70,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,57,462,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,78,309,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2020
False,26,651,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,6,141,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,26,445,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,10,83,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,9,110,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level II",2020
False,26,458,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2020
False,16,41,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2018
False,1284,2944,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2018
False,10,120,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2018
False,14,249,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,24,320,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,54,524,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,13,94,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2018
False,14,472,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,101,426,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2018
False,42,1071,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,26,604,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2018
False,104,679,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,532,1092,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2021
False,18,482,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,20,56,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,188,587,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,7,150,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2017
False,61,784,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level II",2017
False,1361,3156,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,56,901,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,55,716,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,55,860,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,9,321,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,79,418,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2017
False,22,318,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,48,2500,"ASCENSION SACRED HEART PENSACOLA","Medicaid","Observation","Non-Surgical","NICU Level I",2017
False,9,233,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,10,117,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,9,102,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2017
False,6,181,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2017
False,23,43,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2021
False,65,1677,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2021
False,30,379,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,68,876,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,34,388,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,30,678,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,6,532,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2021
False,11,492,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,28,737,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level II",2021
False,6,127,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,55,475,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2021
False,5,368,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level II",2021
False,6,76,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,7,110,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2021
False,19,47,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2016
False,34,540,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level II",2016
False,11,88,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2016
False,58,171,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level I",2016
False,50,3699,"ASCENSION SACRED HEART PENSACOLA","Medicaid","Observation","Non-Surgical","NICU Level I",2016
False,17,593,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2016
False,6,97,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2016
False,28,286,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,13,338,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,17,515,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,64,936,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,101,564,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level II",2016
False,959,2292,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level I",2016
False,46,496,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,14,141,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,5,20,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","ICU <1 Year Old",2016
False,175,9844,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,83,4061,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,32,3233,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,138,10033,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,45,2874,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,234,7144,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,62,4941,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,42,3591,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2022
False,232,9993,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,45,4042,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,319,14386,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,5,187,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,159,7716,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,390,8662,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,45,4167,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,39,3315,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,30,2536,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,42,2674,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,128,6368,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,39,2034,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,28,1863,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2019
False,168,7289,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,21,1714,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,177,8856,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,296,6725,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,51,3736,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,33,3796,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,8,678,"ASCENSION SACRED HEART PENSACOLA","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,152,9987,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,26,1647,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,8,644,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2020
False,267,9925,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,417,14173,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,48,4594,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,6,212,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,498,10266,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,52,5214,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,24,2042,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2018
False,298,7095,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,153,8329,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,32,1488,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,493,16519,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,144,7549,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,519,9980,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,20,1433,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,51,5331,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,29,2222,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,24,2359,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,293,11007,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2017
False,23,1330,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,193,7398,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,132,6150,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,47,3610,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,36,2516,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,31,1779,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,5,619,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2021
False,377,12689,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,334,10873,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,45,3663,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,155,7760,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,87,4205,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,42,3858,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,407,8651,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,21,1257,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,18,1722,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","NICU Level III",2016
False,762,2705,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,52,502,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,1080,3931,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,241,1881,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,209,695,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,371,2787,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,96,1133,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,748,5594,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,327,2425,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,91,201,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,81,1464,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,9,77,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Non-Surgical","Non-NICU",2022
False,457,3153,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,410,1847,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,494,1711,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,183,1839,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,1134,5147,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,201,1486,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,106,719,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,550,2415,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,86,469,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,348,1251,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,86,1136,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,158,1692,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,187,438,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2019
False,1309,5779,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,472,1987,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,619,2728,"MEMORIAL REGIONAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,47,188,"NEMOURS CHILDREN'S HOSPITAL, FLORIDA","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,868,4147,"WOLFSON CHILDREN'S HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,407,1707,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,134,1660,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,60,648,"ARNOLD PALMER MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,259,1066,"ADVENTHEALTH ORLANDO","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,302,2192,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,98,229,"ST MARY'S MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,36,553,"HEALTHPARK MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,70,806,"BROWARD HEALTH MEDICAL CENTER","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,151,1402,"TAMPA GENERAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2020
False,489,3022,"JACKSON MEMORIAL HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,8,27,"BAPTIST MEDICAL CENTER JACKSONVILLE","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,515,1597,"ST JOSEPHS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2018
False,206,1677,"UF HEALTH SHANDS HOSPITAL","Medicaid","Observation","Non-Surgical","Non-NICU",2018
